fecha,producto,categoria,unidades_vendidas,clima,evento_especial,promocion,precio_unitario,total_ventas,mes,estacion
2021-06-23,Producto B,Categoria 3,519,Soleado,Black Friday,Descuento,5,2595,6,Verano
2021-06-23,Producto C,Categoria 3,489,Nevado,Lunes de Pascua,Descuento,24,11736,6,Verano
2021-06-23,Producto D,Categoria 2,422,Nevado,Semana Santa,Descuento,24,10128,6,Verano
2021-06-23,Producto E,Categoria 2,508,Soleado,Navidad,Sin promoción,9,4572,6,Verano
2021-06-24,Producto A,Categoria 3,247,Nevado,Ninguno,Sin promoción,30,7410,6,Verano
2021-06-24,Producto B,Categoria 2,490,Soleado,Ninguno,Descuento,24,11760,6,Verano
2021-06-24,Producto C,Categoria 3,374,Soleado,Ninguno,Descuento,22,8228,6,Verano
2021-06-24,Producto D,Categoria 1,533,Lluvia,Semana Santa,Descuento,12,6396,6,Verano
2021-06-24,Producto E,Categoria 3,387,Lluvia,Navidad,Descuento,6,2322,6,Verano
2021-06-25,Producto A,Categoria 3,527,Nevado,Navidad,Descuento,9,4743,6,Verano
2021-06-25,Producto B,Categoria 2,568,Lluvia,Semana Santa,Sin promoción,24,13632,6,Verano
2021-06-25,Producto C,Categoria 2,284,Soleado,Semana Santa,Descuento,48,13632,6,Verano
2021-06-25,Producto D,Categoria 3,557,Lluvia,Semana Santa,Sin promoción,20,11140,6,Verano
2021-06-25,Producto E,Categoria 3,215,Nublado,Ninguno,Descuento,49,10535,6,Verano
2021-06-26,Producto A,Categoria 2,917,Lluvia,Navidad,Sin promoción,43,39431,6,Verano
2021-06-26,Producto B,Categoria 3,99,Nublado,Lunes de Pascua,Sin promoción,25,2475,6,Verano
2021-06-26,Producto C,Categoria 3,744,Lluvia,Semana Santa,Descuento,23,17112,6,Verano
2021-06-26,Producto D,Categoria 3,684,Soleado,Semana Santa,Descuento,25,17100,6,Verano
2021-06-26,Producto E,Categoria 3,462,Nublado,Black Friday,Sin promoción,14,6468,6,Verano
2021-06-27,Producto A,Categoria 3,134,Nevado,Lunes de Pascua,Sin promoción,49,6566,6,Verano
2021-06-27,Producto B,Categoria 1,261,Nevado,Lunes de Pascua,Descuento,24,6264,6,Verano
2021-06-27,Producto C,Categoria 1,480,Lluvia,Ninguno,Descuento,10,4800,6,Verano
2021-06-27,Producto D,Categoria 2,398,Nublado,Lunes de Pascua,Descuento,9,3582,6,Verano
2021-06-27,Producto E,Categoria 1,515,Soleado,Semana Santa,Descuento,24,12360,6,Verano
2021-06-28,Producto A,Categoria 3,680,Nublado,Navidad,Descuento,31,21080,6,Verano
2021-06-28,Producto B,Categoria 2,921,Lluvia,Navidad,Sin promoción,18,16578,6,Verano
2021-06-28,Producto C,Categoria 2,192,Nublado,Lunes de Pascua,Descuento,42,8064,6,Verano
2021-06-28,Producto D,Categoria 2,497,Nublado,Black Friday,Descuento,12,5964,6,Verano
2021-06-28,Producto E,Categoria 3,380,Nevado,Lunes de Pascua,Descuento,49,18620,6,Verano
2021-06-29,Producto A,Categoria 1,172,Lluvia,Ninguno,Sin promoción,41,7052,6,Verano
2021-06-29,Producto B,Categoria 1,404,Lluvia,Semana Santa,Sin promoción,36,14544,6,Verano
2021-06-29,Producto C,Categoria 1,318,Nevado,Ninguno,Sin promoción,47,14946,6,Verano
2021-06-29,Producto D,Categoria 1,208,Nevado,Ninguno,Sin promoción,30,6240,6,Verano
2021-06-29,Producto E,Categoria 2,367,Nublado,Navidad,Descuento,42,15414,6,Verano
2021-06-30,Producto A,Categoria 3,266,Nevado,Semana Santa,Descuento,42,11172,6,Verano
2021-06-30,Producto B,Categoria 2,492,Soleado,Ninguno,Descuento,24,11808,6,Verano
2021-06-30,Producto C,Categoria 2,194,Nublado,Semana Santa,Descuento,28,5432,6,Verano
2021-06-30,Producto D,Categoria 2,632,Nevado,Black Friday,Sin promoción,5,3160,6,Verano
2021-06-30,Producto E,Categoria 1,834,Lluvia,Black Friday,Sin promoción,39,32526,6,Verano
2021-07-01,Producto A,Categoria 2,318,Nevado,Black Friday,Sin promoción,13,4134,7,Verano
2021-07-01,Producto B,Categoria 1,412,Nublado,Ninguno,Sin promoción,36,14832,7,Verano
2021-07-01,Producto C,Categoria 1,421,Nevado,Semana Santa,Descuento,34,14314,7,Verano
2021-07-01,Producto D,Categoria 2,673,Lluvia,Black Friday,Descuento,13,8749,7,Verano
2021-07-01,Producto E,Categoria 2,736,Nublado,Navidad,Sin promoción,18,13248,7,Verano
2021-07-02,Producto A,Categoria 1,510,Soleado,Lunes de Pascua,Sin promoción,49,24990,7,Verano
2021-07-02,Producto B,Categoria 2,320,Nevado,Semana Santa,Descuento,37,11840,7,Verano
2021-07-02,Producto C,Categoria 3,228,Nublado,Ninguno,Sin promoción,29,6612,7,Verano
2021-07-02,Producto D,Categoria 1,776,Lluvia,Navidad,Descuento,12,9312,7,Verano
2021-07-02,Producto E,Categoria 1,199,Nevado,Ninguno,Descuento,24,4776,7,Verano
2021-07-03,Producto A,Categoria 2,104,Soleado,Ninguno,Descuento,35,3640,7,Verano
2021-07-03,Producto B,Categoria 1,890,Nublado,Black Friday,Descuento,6,5340,7,Verano
2021-07-03,Producto C,Categoria 3,299,Nublado,Lunes de Pascua,Descuento,39,11661,7,Verano
2021-07-03,Producto D,Categoria 3,375,Lluvia,Lunes de Pascua,Sin promoción,26,9750,7,Verano
2021-07-03,Producto E,Categoria 3,320,Nublado,Ninguno,Sin promoción,48,15360,7,Verano
2021-07-04,Producto A,Categoria 3,387,Nublado,Semana Santa,Sin promoción,38,14706,7,Verano
2021-07-04,Producto B,Categoria 1,198,Lluvia,Lunes de Pascua,Sin promoción,32,6336,7,Verano
2021-07-04,Producto C,Categoria 3,424,Lluvia,Black Friday,Sin promoción,22,9328,7,Verano
2021-07-04,Producto D,Categoria 3,52,Nublado,Ninguno,Sin promoción,44,2288,7,Verano
2021-07-04,Producto E,Categoria 3,348,Lluvia,Semana Santa,Sin promoción,18,6264,7,Verano
2021-07-05,Producto A,Categoria 3,295,Nublado,Lunes de Pascua,Sin promoción,21,6195,7,Verano
2021-07-05,Producto B,Categoria 3,543,Lluvia,Lunes de Pascua,Descuento,29,15747,7,Verano
2021-07-05,Producto C,Categoria 1,329,Soleado,Lunes de Pascua,Sin promoción,7,2303,7,Verano
2021-07-05,Producto D,Categoria 1,674,Lluvia,Navidad,Sin promoción,6,4044,7,Verano
2021-07-05,Producto E,Categoria 3,465,Nevado,Ninguno,Descuento,27,12555,7,Verano
2021-07-06,Producto A,Categoria 2,120,Soleado,Ninguno,Sin promoción,19,2280,7,Verano
2021-07-06,Producto B,Categoria 1,486,Lluvia,Lunes de Pascua,Descuento,10,4860,7,Verano
2021-07-06,Producto C,Categoria 2,749,Soleado,Black Friday,Sin promoción,34,25466,7,Verano
2021-07-06,Producto D,Categoria 2,589,Lluvia,Semana Santa,Descuento,9,5301,7,Verano
2021-07-06,Producto E,Categoria 1,698,Nevado,Black Friday,Descuento,33,23034,7,Verano
2021-07-07,Producto A,Categoria 2,833,Nevado,Black Friday,Descuento,33,27489,7,Verano
2021-07-07,Producto B,Categoria 1,532,Soleado,Semana Santa,Sin promoción,5,2660,7,Verano
2021-07-07,Producto C,Categoria 3,532,Soleado,Navidad,Descuento,7,3724,7,Verano
2021-07-07,Producto D,Categoria 1,483,Nublado,Ninguno,Descuento,46,22218,7,Verano
2021-07-07,Producto E,Categoria 1,267,Nublado,Lunes de Pascua,Sin promoción,25,6675,7,Verano
2021-07-08,Producto A,Categoria 3,306,Nevado,Lunes de Pascua,Descuento,19,5814,7,Verano
2021-07-08,Producto B,Categoria 1,408,Lluvia,Ninguno,Descuento,10,4080,7,Verano
2021-07-08,Producto C,Categoria 1,354,Soleado,Lunes de Pascua,Sin promoción,17,6018,7,Verano
2021-07-08,Producto D,Categoria 3,446,Nublado,Black Friday,Descuento,11,4906,7,Verano
2021-07-08,Producto E,Categoria 3,438,Nublado,Black Friday,Descuento,18,7884,7,Verano
2021-07-09,Producto A,Categoria 1,78,Nublado,Ninguno,Sin promoción,42,3276,7,Verano
2021-07-09,Producto B,Categoria 3,166,Nublado,Ninguno,Sin promoción,44,7304,7,Verano
2021-07-09,Producto C,Categoria 1,374,Nublado,Semana Santa,Descuento,7,2618,7,Verano
2021-07-09,Producto D,Categoria 3,269,Soleado,Semana Santa,Descuento,27,7263,7,Verano
2021-07-09,Producto E,Categoria 1,204,Nublado,Semana Santa,Sin promoción,48,9792,7,Verano
2021-07-10,Producto A,Categoria 2,514,Nublado,Navidad,Sin promoción,27,13878,7,Verano
2021-07-10,Producto B,Categoria 1,368,Lluvia,Lunes de Pascua,Descuento,7,2576,7,Verano
2021-07-10,Producto C,Categoria 3,487,Nublado,Navidad,Descuento,14,6818,7,Verano
2021-07-10,Producto D,Categoria 1,279,Lluvia,Ninguno,Descuento,12,3348,7,Verano
2021-07-10,Producto E,Categoria 1,871,Soleado,Black Friday,Descuento,16,13936,7,Verano
2021-07-11,Producto A,Categoria 2,93,Soleado,Ninguno,Descuento,7,651,7,Verano
2021-07-11,Producto B,Categoria 3,433,Lluvia,Ninguno,Sin promoción,26,11258,7,Verano
2021-07-11,Producto C,Categoria 1,75,Nevado,Lunes de Pascua,Descuento,31,2325,7,Verano
2021-07-11,Producto D,Categoria 1,476,Soleado,Ninguno,Descuento,31,14756,7,Verano
2021-07-11,Producto E,Categoria 2,697,Lluvia,Black Friday,Descuento,47,32759,7,Verano
2021-07-12,Producto A,Categoria 3,493,Soleado,Black Friday,Sin promoción,38,18734,7,Verano
2021-07-12,Producto B,Categoria 2,335,Nevado,Semana Santa,Sin promoción,19,6365,7,Verano
2021-07-12,Producto C,Categoria 1,577,Nublado,Black Friday,Sin promoción,13,7501,7,Verano
2021-07-12,Producto D,Categoria 3,156,Nublado,Ninguno,Descuento,14,2184,7,Verano
2021-07-12,Producto E,Categoria 2,394,Lluvia,Semana Santa,Sin promoción,7,2758,7,Verano
2021-07-13,Producto A,Categoria 3,556,Nevado,Navidad,Descuento,27,15012,7,Verano
2021-07-13,Producto B,Categoria 2,743,Lluvia,Navidad,Sin promoción,9,6687,7,Verano
2021-07-13,Producto C,Categoria 1,538,Nevado,Navidad,Descuento,26,13988,7,Verano
2021-07-13,Producto D,Categoria 1,296,Nevado,Semana Santa,Descuento,13,3848,7,Verano
2021-07-13,Producto E,Categoria 2,109,Nublado,Ninguno,Descuento,35,3815,7,Verano
2021-07-14,Producto A,Categoria 3,502,Lluvia,Lunes de Pascua,Descuento,18,9036,7,Verano
2021-07-14,Producto B,Categoria 1,213,Nublado,Semana Santa,Sin promoción,28,5964,7,Verano
2021-07-14,Producto C,Categoria 3,422,Lluvia,Semana Santa,Sin promoción,35,14770,7,Verano
2021-07-14,Producto D,Categoria 2,287,Lluvia,Semana Santa,Sin promoción,48,13776,7,Verano
2021-07-14,Producto E,Categoria 2,269,Nevado,Lunes de Pascua,Sin promoción,16,4304,7,Verano
2021-07-15,Producto A,Categoria 1,504,Soleado,Semana Santa,Descuento,12,6048,7,Verano
2021-07-15,Producto B,Categoria 3,440,Soleado,Semana Santa,Sin promoción,48,21120,7,Verano
2021-07-15,Producto C,Categoria 1,1054,Lluvia,Navidad,Descuento,27,28458,7,Verano
2021-07-15,Producto D,Categoria 2,106,Soleado,Lunes de Pascua,Sin promoción,41,4346,7,Verano
2021-07-15,Producto E,Categoria 2,685,Nevado,Navidad,Descuento,7,4795,7,Verano
2021-07-16,Producto A,Categoria 2,860,Soleado,Black Friday,Descuento,25,21500,7,Verano
2021-07-16,Producto B,Categoria 1,757,Nevado,Black Friday,Descuento,7,5299,7,Verano
2021-07-16,Producto C,Categoria 1,483,Nublado,Navidad,Descuento,44,21252,7,Verano
2021-07-16,Producto D,Categoria 2,665,Soleado,Semana Santa,Sin promoción,48,31920,7,Verano
2021-07-16,Producto E,Categoria 3,63,Nublado,Ninguno,Sin promoción,39,2457,7,Verano
2021-07-17,Producto A,Categoria 1,419,Nevado,Black Friday,Sin promoción,46,19274,7,Verano
2021-07-17,Producto B,Categoria 1,698,Nublado,Black Friday,Descuento,7,4886,7,Verano
2021-07-17,Producto C,Categoria 2,968,Nevado,Navidad,Sin promoción,7,6776,7,Verano
2021-07-17,Producto D,Categoria 3,801,Soleado,Navidad,Sin promoción,36,28836,7,Verano
2021-07-17,Producto E,Categoria 1,498,Lluvia,Semana Santa,Sin promoción,23,11454,7,Verano
2021-07-18,Producto A,Categoria 3,472,Nevado,Semana Santa,Sin promoción,14,6608,7,Verano
2021-07-18,Producto B,Categoria 2,432,Lluvia,Semana Santa,Sin promoción,38,16416,7,Verano
2021-07-18,Producto C,Categoria 3,655,Soleado,Navidad,Descuento,13,8515,7,Verano
2021-07-18,Producto D,Categoria 3,577,Lluvia,Black Friday,Descuento,37,21349,7,Verano
2021-07-18,Producto E,Categoria 3,525,Lluvia,Semana Santa,Descuento,44,23100,7,Verano
2021-07-19,Producto A,Categoria 1,507,Nevado,Black Friday,Descuento,30,15210,7,Verano
2021-07-19,Producto B,Categoria 1,528,Lluvia,Ninguno,Descuento,30,15840,7,Verano
2021-07-19,Producto C,Categoria 3,247,Nevado,Semana Santa,Descuento,40,9880,7,Verano
2021-07-19,Producto D,Categoria 1,806,Soleado,Navidad,Descuento,30,24180,7,Verano
2021-07-19,Producto E,Categoria 1,77,Nublado,Ninguno,Descuento,12,924,7,Verano
2021-07-20,Producto A,Categoria 1,750,Soleado,Black Friday,Sin promoción,35,26250,7,Verano
2021-07-20,Producto B,Categoria 3,537,Nublado,Navidad,Sin promoción,12,6444,7,Verano
2021-07-20,Producto C,Categoria 3,848,Nevado,Navidad,Descuento,19,16112,7,Verano
2021-07-20,Producto D,Categoria 2,447,Nevado,Lunes de Pascua,Descuento,7,3129,7,Verano
2021-07-20,Producto E,Categoria 2,662,Soleado,Semana Santa,Sin promoción,18,11916,7,Verano
2021-07-21,Producto A,Categoria 2,493,Nevado,Lunes de Pascua,Descuento,39,19227,7,Verano
2021-07-21,Producto B,Categoria 1,750,Soleado,Navidad,Descuento,33,24750,7,Verano
2021-07-21,Producto C,Categoria 3,425,Soleado,Semana Santa,Sin promoción,19,8075,7,Verano
2021-07-21,Producto D,Categoria 1,178,Nevado,Lunes de Pascua,Sin promoción,42,7476,7,Verano
2021-07-21,Producto E,Categoria 3,502,Lluvia,Lunes de Pascua,Descuento,18,9036,7,Verano
2021-07-22,Producto A,Categoria 1,329,Nublado,Ninguno,Sin promoción,5,1645,7,Verano
2021-07-22,Producto B,Categoria 2,345,Soleado,Semana Santa,Descuento,44,15180,7,Verano
2021-07-22,Producto C,Categoria 3,459,Lluvia,Navidad,Descuento,21,9639,7,Verano
2021-07-22,Producto D,Categoria 2,416,Lluvia,Semana Santa,Sin promoción,27,11232,7,Verano
2021-07-22,Producto E,Categoria 3,490,Soleado,Navidad,Sin promoción,35,17150,7,Verano
2021-07-23,Producto A,Categoria 1,623,Nublado,Semana Santa,Sin promoción,43,26789,7,Verano
2021-07-23,Producto B,Categoria 1,528,Soleado,Ninguno,Descuento,27,14256,7,Verano
2021-07-23,Producto C,Categoria 1,221,Nevado,Ninguno,Sin promoción,41,9061,7,Verano
2021-07-23,Producto D,Categoria 1,740,Lluvia,Navidad,Sin promoción,10,7400,7,Verano
2021-07-23,Producto E,Categoria 3,439,Nevado,Black Friday,Sin promoción,49,21511,7,Verano
2021-07-24,Producto A,Categoria 3,790,Nublado,Navidad,Descuento,46,36340,7,Verano
2021-07-24,Producto B,Categoria 1,164,Nublado,Ninguno,Descuento,28,4592,7,Verano
2021-07-24,Producto C,Categoria 1,359,Nublado,Lunes de Pascua,Sin promoción,9,3231,7,Verano
2021-07-24,Producto D,Categoria 3,190,Lluvia,Lunes de Pascua,Descuento,42,7980,7,Verano
2021-07-24,Producto E,Categoria 2,826,Nublado,Black Friday,Descuento,49,40474,7,Verano
2021-07-25,Producto A,Categoria 1,147,Soleado,Lunes de Pascua,Sin promoción,32,4704,7,Verano
2021-07-25,Producto B,Categoria 2,378,Nublado,Ninguno,Descuento,42,15876,7,Verano
2021-07-25,Producto C,Categoria 3,114,Nevado,Lunes de Pascua,Sin promoción,29,3306,7,Verano
2021-07-25,Producto D,Categoria 3,736,Nublado,Black Friday,Descuento,21,15456,7,Verano
2021-07-25,Producto E,Categoria 3,642,Soleado,Black Friday,Sin promoción,43,27606,7,Verano
2021-07-26,Producto A,Categoria 3,63,Nevado,Ninguno,Descuento,17,1071,7,Verano
2021-07-26,Producto B,Categoria 2,624,Lluvia,Black Friday,Descuento,14,8736,7,Verano
2021-07-26,Producto C,Categoria 2,725,Nublado,Navidad,Descuento,23,16675,7,Verano
2021-07-26,Producto D,Categoria 2,489,Nublado,Black Friday,Sin promoción,12,5868,7,Verano
2021-07-26,Producto E,Categoria 2,605,Nublado,Navidad,Sin promoción,28,16940,7,Verano
2021-07-27,Producto A,Categoria 3,382,Soleado,Semana Santa,Sin promoción,27,10314,7,Verano
2021-07-27,Producto B,Categoria 2,746,Soleado,Navidad,Sin promoción,31,23126,7,Verano
2021-07-27,Producto C,Categoria 2,889,Nublado,Black Friday,Descuento,16,14224,7,Verano
2021-07-27,Producto D,Categoria 3,642,Soleado,Black Friday,Descuento,44,28248,7,Verano
2021-07-27,Producto E,Categoria 1,347,Lluvia,Lunes de Pascua,Sin promoción,12,4164,7,Verano
2021-07-28,Producto A,Categoria 3,131,Nevado,Ninguno,Descuento,42,5502,7,Verano
2021-07-28,Producto B,Categoria 2,428,Nevado,Semana Santa,Descuento,35,14980,7,Verano
2021-07-28,Producto C,Categoria 1,249,Nevado,Ninguno,Descuento,38,9462,7,Verano
2021-07-28,Producto D,Categoria 1,388,Nevado,Ninguno,Descuento,47,18236,7,Verano
2021-07-28,Producto E,Categoria 1,528,Nublado,Semana Santa,Sin promoción,22,11616,7,Verano
2021-07-29,Producto A,Categoria 1,695,Lluvia,Navidad,Descuento,40,27800,7,Verano
2021-07-29,Producto B,Categoria 1,170,Nublado,Lunes de Pascua,Sin promoción,30,5100,7,Verano
2021-07-29,Producto C,Categoria 1,185,Nevado,Lunes de Pascua,Sin promoción,17,3145,7,Verano
2021-07-29,Producto D,Categoria 3,968,Lluvia,Black Friday,Sin promoción,7,6776,7,Verano
2021-07-29,Producto E,Categoria 3,749,Nublado,Navidad,Descuento,20,14980,7,Verano
2021-07-30,Producto A,Categoria 2,534,Soleado,Navidad,Descuento,8,4272,7,Verano
2021-07-30,Producto B,Categoria 2,367,Nublado,Lunes de Pascua,Descuento,40,14680,7,Verano
2021-07-30,Producto C,Categoria 1,395,Soleado,Semana Santa,Sin promoción,5,1975,7,Verano
2021-07-30,Producto D,Categoria 2,186,Nublado,Ninguno,Sin promoción,49,9114,7,Verano
2021-07-30,Producto E,Categoria 2,634,Nevado,Black Friday,Sin promoción,30,19020,7,Verano
2021-07-31,Producto A,Categoria 1,477,Nublado,Semana Santa,Sin promoción,7,3339,7,Verano
2021-07-31,Producto B,Categoria 3,440,Soleado,Ninguno,Sin promoción,12,5280,7,Verano
2021-07-31,Producto C,Categoria 3,181,Soleado,Ninguno,Sin promoción,5,905,7,Verano
2021-07-31,Producto D,Categoria 1,895,Soleado,Navidad,Descuento,46,41170,7,Verano
2021-07-31,Producto E,Categoria 2,792,Soleado,Navidad,Descuento,45,35640,7,Verano
2021-08-01,Producto A,Categoria 1,575,Nevado,Semana Santa,Sin promoción,17,9775,8,Verano
2021-08-01,Producto B,Categoria 3,762,Nublado,Black Friday,Sin promoción,6,4572,8,Verano
2021-08-01,Producto C,Categoria 1,407,Lluvia,Ninguno,Descuento,19,7733,8,Verano
2021-08-01,Producto D,Categoria 1,301,Nublado,Semana Santa,Descuento,15,4515,8,Verano
2021-08-01,Producto E,Categoria 2,726,Lluvia,Navidad,Descuento,24,17424,8,Verano
2021-08-02,Producto A,Categoria 1,279,Nevado,Lunes de Pascua,Sin promoción,44,12276,8,Verano
2021-08-02,Producto B,Categoria 1,106,Lluvia,Lunes de Pascua,Sin promoción,45,4770,8,Verano
2021-08-02,Producto C,Categoria 2,875,Soleado,Navidad,Descuento,10,8750,8,Verano
2021-08-02,Producto D,Categoria 1,166,Lluvia,Lunes de Pascua,Descuento,22,3652,8,Verano
2021-08-02,Producto E,Categoria 2,66,Nublado,Ninguno,Sin promoción,17,1122,8,Verano
2021-08-03,Producto A,Categoria 2,429,Lluvia,Lunes de Pascua,Sin promoción,42,18018,8,Verano
2021-08-03,Producto B,Categoria 1,68,Nevado,Lunes de Pascua,Sin promoción,13,884,8,Verano
2021-08-03,Producto C,Categoria 2,574,Soleado,Navidad,Sin promoción,19,10906,8,Verano
2021-08-03,Producto D,Categoria 3,622,Lluvia,Semana Santa,Sin promoción,21,13062,8,Verano
2021-08-03,Producto E,Categoria 3,330,Nublado,Semana Santa,Descuento,30,9900,8,Verano
2021-08-04,Producto A,Categoria 2,306,Nevado,Lunes de Pascua,Descuento,10,3060,8,Verano
2021-08-04,Producto B,Categoria 1,622,Nublado,Black Friday,Descuento,9,5598,8,Verano
2021-08-04,Producto C,Categoria 2,246,Soleado,Ninguno,Descuento,16,3936,8,Verano
2021-08-04,Producto D,Categoria 1,108,Nublado,Ninguno,Sin promoción,31,3348,8,Verano
2021-08-04,Producto E,Categoria 2,713,Soleado,Navidad,Descuento,19,13547,8,Verano
2021-08-05,Producto A,Categoria 2,591,Soleado,Navidad,Sin promoción,12,7092,8,Verano
2021-08-05,Producto B,Categoria 1,578,Soleado,Black Friday,Descuento,13,7514,8,Verano
2021-08-05,Producto C,Categoria 1,625,Lluvia,Navidad,Sin promoción,36,22500,8,Verano
2021-08-05,Producto D,Categoria 3,470,Soleado,Navidad,Sin promoción,36,16920,8,Verano
2021-08-05,Producto E,Categoria 3,385,Nevado,Semana Santa,Descuento,19,7315,8,Verano
2021-08-06,Producto A,Categoria 2,320,Lluvia,Ninguno,Sin promoción,37,11840,8,Verano
2021-08-06,Producto B,Categoria 3,501,Lluvia,Lunes de Pascua,Sin promoción,25,12525,8,Verano
2021-08-06,Producto C,Categoria 3,614,Nevado,Black Friday,Sin promoción,20,12280,8,Verano
2021-08-06,Producto D,Categoria 1,397,Nublado,Semana Santa,Sin promoción,17,6749,8,Verano
2021-08-06,Producto E,Categoria 3,730,Nevado,Black Friday,Descuento,5,3650,8,Verano
2021-08-07,Producto A,Categoria 1,445,Soleado,Black Friday,Sin promoción,6,2670,8,Verano
2021-08-07,Producto B,Categoria 3,375,Nublado,Ninguno,Sin promoción,18,6750,8,Verano
2021-08-07,Producto C,Categoria 3,566,Nevado,Black Friday,Sin promoción,23,13018,8,Verano
2021-08-07,Producto D,Categoria 2,120,Nevado,Ninguno,Descuento,41,4920,8,Verano
2021-08-07,Producto E,Categoria 2,543,Lluvia,Black Friday,Descuento,29,15747,8,Verano
2021-08-08,Producto A,Categoria 1,397,Nevado,Navidad,Sin promoción,7,2779,8,Verano
2021-08-08,Producto B,Categoria 2,732,Nevado,Black Friday,Sin promoción,6,4392,8,Verano
2021-08-08,Producto C,Categoria 2,598,Soleado,Navidad,Sin promoción,43,25714,8,Verano
2021-08-08,Producto D,Categoria 2,284,Nublado,Semana Santa,Descuento,24,6816,8,Verano
2021-08-08,Producto E,Categoria 1,769,Lluvia,Black Friday,Descuento,45,34605,8,Verano
2021-08-09,Producto A,Categoria 2,279,Nevado,Semana Santa,Descuento,14,3906,8,Verano
2021-08-09,Producto B,Categoria 2,771,Nevado,Navidad,Descuento,40,30840,8,Verano
2021-08-09,Producto C,Categoria 3,542,Nevado,Semana Santa,Descuento,17,9214,8,Verano
2021-08-09,Producto D,Categoria 1,585,Nevado,Black Friday,Sin promoción,34,19890,8,Verano
2021-08-09,Producto E,Categoria 1,603,Soleado,Navidad,Descuento,43,25929,8,Verano
2021-08-10,Producto A,Categoria 2,762,Nublado,Black Friday,Sin promoción,6,4572,8,Verano
2021-08-10,Producto B,Categoria 3,784,Soleado,Black Friday,Sin promoción,27,21168,8,Verano
2021-08-10,Producto C,Categoria 1,141,Lluvia,Ninguno,Sin promoción,32,4512,8,Verano
2021-08-10,Producto D,Categoria 2,765,Soleado,Black Friday,Descuento,49,37485,8,Verano
2021-08-10,Producto E,Categoria 3,434,Nevado,Semana Santa,Sin promoción,29,12586,8,Verano
2021-08-11,Producto A,Categoria 1,413,Nublado,Lunes de Pascua,Sin promoción,15,6195,8,Verano
2021-08-11,Producto B,Categoria 3,734,Lluvia,Black Friday,Sin promoción,42,30828,8,Verano
2021-08-11,Producto C,Categoria 3,710,Nevado,Navidad,Sin promoción,15,10650,8,Verano
2021-08-11,Producto D,Categoria 3,300,Nevado,Ninguno,Sin promoción,44,13200,8,Verano
2021-08-11,Producto E,Categoria 3,632,Nublado,Semana Santa,Sin promoción,28,17696,8,Verano
2021-08-12,Producto A,Categoria 1,685,Lluvia,Navidad,Sin promoción,5,3425,8,Verano
2021-08-12,Producto B,Categoria 2,490,Soleado,Black Friday,Sin promoción,7,3430,8,Verano
2021-08-12,Producto C,Categoria 2,770,Nevado,Black Friday,Descuento,10,7700,8,Verano
2021-08-12,Producto D,Categoria 3,479,Lluvia,Semana Santa,Descuento,33,15807,8,Verano
2021-08-12,Producto E,Categoria 2,804,Soleado,Black Friday,Sin promoción,37,29748,8,Verano
2021-08-13,Producto A,Categoria 3,442,Soleado,Lunes de Pascua,Descuento,39,17238,8,Verano
2021-08-13,Producto B,Categoria 1,433,Lluvia,Lunes de Pascua,Descuento,25,10825,8,Verano
2021-08-13,Producto C,Categoria 1,446,Nevado,Black Friday,Sin promoción,43,19178,8,Verano
2021-08-13,Producto D,Categoria 1,542,Soleado,Ninguno,Sin promoción,26,14092,8,Verano
2021-08-13,Producto E,Categoria 2,827,Lluvia,Navidad,Sin promoción,16,13232,8,Verano
2021-08-14,Producto A,Categoria 3,451,Nevado,Black Friday,Descuento,35,15785,8,Verano
2021-08-14,Producto B,Categoria 3,611,Nevado,Semana Santa,Sin promoción,14,8554,8,Verano
2021-08-14,Producto C,Categoria 3,188,Nublado,Lunes de Pascua,Descuento,33,6204,8,Verano
2021-08-14,Producto D,Categoria 1,418,Lluvia,Ninguno,Sin promoción,6,2508,8,Verano
2021-08-14,Producto E,Categoria 3,324,Nublado,Black Friday,Sin promoción,36,11664,8,Verano
2021-08-15,Producto A,Categoria 1,497,Nublado,Black Friday,Descuento,28,13916,8,Verano
2021-08-15,Producto B,Categoria 1,353,Nevado,Lunes de Pascua,Sin promoción,27,9531,8,Verano
2021-08-15,Producto C,Categoria 3,427,Lluvia,Ninguno,Descuento,49,20923,8,Verano
2021-08-15,Producto D,Categoria 2,443,Nublado,Navidad,Sin promoción,18,7974,8,Verano
2021-08-15,Producto E,Categoria 3,790,Lluvia,Black Friday,Descuento,26,20540,8,Verano
2021-08-16,Producto A,Categoria 2,655,Nublado,Navidad,Sin promoción,30,19650,8,Verano
2021-08-16,Producto B,Categoria 2,871,Lluvia,Black Friday,Sin promoción,22,19162,8,Verano
2021-08-16,Producto C,Categoria 1,771,Soleado,Navidad,Descuento,12,9252,8,Verano
2021-08-16,Producto D,Categoria 2,532,Lluvia,Black Friday,Descuento,18,9576,8,Verano
2021-08-16,Producto E,Categoria 2,247,Nublado,Ninguno,Descuento,9,2223,8,Verano
2021-08-17,Producto A,Categoria 3,479,Soleado,Semana Santa,Descuento,15,7185,8,Verano
2021-08-17,Producto B,Categoria 3,805,Nublado,Navidad,Descuento,13,10465,8,Verano
2021-08-17,Producto C,Categoria 3,352,Nevado,Ninguno,Sin promoción,34,11968,8,Verano
2021-08-17,Producto D,Categoria 1,874,Soleado,Black Friday,Descuento,22,19228,8,Verano
2021-08-17,Producto E,Categoria 3,781,Nublado,Navidad,Descuento,49,38269,8,Verano
